,genen,like,genem
20080,49434,21625,1
20081,49434,16111,1
20082,49434,8571,1
20083,49434,18900,1
20084,49434,45353,1
20085,49434,26787,1
20086,49434,11851,1
20087,49434,16343,1
20088,49434,46831,1
20089,49434,19907,1
20090,49434,17255,1
20091,49434,38673,1
20092,49434,19298,1
20093,49434,41780,1
20094,49434,24789,1
20095,49434,8175,1
20096,49434,4608,1
20097,49434,9159,1
20098,49434,40355,1
20099,49434,576,1
20100,49434,41177,1
20101,49434,40845,1
20102,49434,40053,1
20103,49434,4892,1
20104,49434,6470,1
20105,49434,46481,1
20106,49434,41047,1
20107,49434,16695,1
20108,49434,48092,1
20109,49434,50,1
20110,49434,12098,1
20111,49434,23201,1
20112,49434,13431,1
20113,49434,11670,1
20114,49434,21333,1
20115,49434,38376,1
20116,49434,49434,1
20117,49446,17255,1
20118,49446,49966,1
20119,49446,37619,1
20120,49450,18567,1
20121,49450,4926,1
20122,49468,11042,1
20123,49471,31070,1
20124,49471,36712,1
20125,49471,17255,1
20126,49473,6628,1
20127,49473,42012,1
20128,49479,3849,1
20129,49479,25309,1
20130,49479,18100,1
20131,49479,21939,1
20132,49486,17180,1
20133,49486,19042,1
20134,49486,12285,1
20135,49493,30747,1
20136,49503,8172,1
20137,49506,38180,1
20138,49506,28904,1
20139,49506,34205,1
20140,49510,273,1
20141,49511,50281,1
20142,49511,8942,1
20143,49511,45042,1
20144,49535,49266,1
20145,49535,41047,1
20146,49535,17255,1
20147,49544,44551,1
20148,49544,31138,1
20149,49544,26393,1
20150,49545,7275,1
20151,49560,26688,1
20152,49560,53401,1
20153,49561,53401,1
20154,49570,11013,1
20155,49570,53401,1
20156,49580,35541,1
20157,49580,46207,1
20158,49588,34205,1
20159,49588,28904,1
20160,49593,22687,1
20161,49593,27180,1
20162,49593,52586,1
20163,49593,52077,1
20164,49597,40572,1
20165,49610,11384,1
20166,49610,8296,1
20167,49613,22500,1
20168,49620,31138,1
20169,49623,32123,1
20170,49624,10661,1
20171,49636,7103,1
20172,49636,5894,1
20173,49636,23573,1
20174,49636,38180,1
20175,49642,28904,1
20176,49642,34205,1
20177,49643,10443,1
20178,49643,2649,1
20179,49649,33797,1
20180,49649,36824,1
20181,49671,41592,1
20182,49677,14037,1
20183,49686,34924,1
20184,49686,45855,1
20185,49686,51196,1
20186,49686,21142,1
20187,49686,30939,1
20188,49686,25290,1
20189,49693,19265,1
20190,49701,33797,1
20191,49701,748,1
20192,49719,44714,1
20193,49719,10108,1
20194,49719,38947,1
20195,49719,29505,1
20196,49719,11296,1
20197,49719,28543,1
20198,49719,49434,1
20199,49719,45736,1
20200,49719,21188,1
20201,49719,19238,1
20202,49719,8456,1
20203,49738,38180,1
20204,49738,28904,1
20205,49748,34205,1
20206,49748,19265,1
20207,49750,6354,1
20208,49750,17396,1
20209,49750,28675,1
20210,49750,36804,1
20211,49750,52805,1
20212,49750,11570,1
20213,49750,3384,1
20214,49750,52638,1
20215,49750,16277,1
20216,49750,2224,1
20217,49767,17255,1
20218,49770,13309,1
20219,49774,13312,1
20220,49774,42559,1
20221,49774,28735,1
20222,49791,15454,1
20223,49801,25097,1
20224,49807,28904,1
20225,49807,19265,1
20226,49839,28904,1
20227,49839,34205,1
20228,49839,2711,1
20229,49848,33485,1
20230,49863,17255,1
20231,49864,28904,1
20232,49864,34205,1
20233,49867,3384,1
20234,49867,6354,1
20235,49867,733,1
20236,49867,21333,1
20237,49867,10049,1
20238,49867,38241,1
20239,49867,27576,1
20240,49870,34205,1
20241,49870,28904,1
20242,49870,44405,1
20243,49870,38180,1
20244,49872,1843,1
20245,49872,45307,1
20246,49872,6542,1
20247,49872,28904,1
20248,49872,34205,1
20249,49873,39122,1
20250,49903,38947,1
20251,49928,1313,1
20252,49930,34205,1
20253,49953,38180,1
20254,49953,28904,1
20255,49966,21178,1
20256,49966,17255,1
20257,49974,38180,1
20258,49977,27489,1
20259,49977,29220,1
20260,49977,14672,1
20261,49977,46569,1
20262,49977,12150,1
20263,49977,24309,1
20264,49977,31697,1
20265,49977,52417,1
20266,49977,32729,1
20267,49977,413,1
20268,49977,40203,1
20269,49977,29846,1
20270,49977,7819,1
20271,49977,42490,1
20272,49977,35458,1
20273,49977,45101,1
20274,49977,11384,1
20275,49977,3466,1
20276,49977,30374,1
20277,49977,24706,1
20278,49977,31554,1
20279,49977,15203,1
20280,49977,17057,1
20281,49977,53401,1
20282,49996,47479,1
20283,50005,35199,1
20284,50057,43635,1
20285,50057,35582,1
20286,50057,31591,1
20287,50057,33681,1
20288,50057,47403,1
20289,50057,15417,1
20290,50057,40420,1
20291,50057,31169,1
20292,50057,14896,1
20293,50057,5472,1
20294,50057,26699,1
20295,50057,13892,1
20296,50057,18467,1
20297,50057,41308,1
20298,50065,748,1
20299,50065,34205,1
20300,50070,45426,1
20301,50070,3452,1
20302,50070,22844,1
20303,50070,52479,1
20304,50070,15115,1
20305,50070,4610,1
20306,50070,17336,1
20307,50070,27278,1
20308,50070,46713,1
20309,50070,26013,1
20310,50070,13990,1
20311,50070,10166,1
20312,50070,15910,1
20313,50100,23268,1
20314,50100,15720,1
20315,50100,13935,1
20316,50100,33308,1
20317,50100,6718,1
20318,50100,22936,1
20319,50100,11384,1
20320,50100,28904,1
20321,50100,22890,1
20322,50100,52029,1
20323,50100,26605,1
20324,50100,26230,1
20325,50100,45024,1
20326,50100,34205,1
20327,50100,21125,1
20328,50100,31654,1
20329,50105,11013,1
20330,50105,26393,1
20331,50105,53401,1
20332,50114,11013,1
20333,50126,34205,1
20334,50126,38180,1
20335,50130,14896,1
20336,50130,10653,1
20337,50130,872,1
20338,50130,7950,1
20339,50130,18856,1
20340,50130,47994,1
20341,50130,37186,1
20342,50130,33681,1
20343,50130,53401,1
20344,50130,25107,1
20345,50130,48011,1
20346,50130,35582,1
20347,50130,19973,1
20348,50130,7327,1
20349,50130,43239,1
20350,50130,31591,1
20351,50130,17255,1
20352,50144,16064,1
20353,50151,28904,1
20354,50164,40380,1
20355,50164,28950,1
20356,50164,48951,1
20357,50164,32563,1
20358,50164,3587,1
20359,50175,53401,1
20360,50181,33990,1
20361,50188,25037,1
20362,50191,17255,1
20363,50195,17255,1
20364,50205,53401,1
20365,50208,19265,1
20366,50212,51130,1
20367,50212,33183,1
20368,50212,47161,1
20369,50212,17274,1
20370,50212,25560,1
20371,50215,34205,1
20372,50233,19414,1
20373,50256,17255,1
20374,50260,28904,1
20375,50260,19853,1
20376,50261,47583,1
20377,50269,9934,1
20378,50269,28977,1
20379,50296,13932,1
20380,50321,22963,1
20381,50321,18856,1
20382,50321,36804,1
20383,50321,17311,1
20384,50321,38210,1
20385,50321,40494,1
20386,50321,16126,1
20387,50321,42095,1
20388,50321,27397,1
20389,50321,41265,1
20390,50321,36001,1
20391,50321,38232,1
20392,50321,43980,1
20393,50321,27031,1
20394,50321,46085,1
20395,50321,12140,1
20396,50321,7836,1
20397,50321,34700,1
20398,50321,19265,1
20399,50321,4460,1
20400,50321,86,1
20401,50321,23426,1
20402,50321,10968,1
20403,50321,37020,1
20404,50321,11810,1
20405,50321,50440,1
20406,50321,4735,1
20407,50321,6802,1
20408,50321,52907,1
20409,50321,26688,1
20410,50321,47471,1
20411,50321,39555,1
20412,50321,35695,1
20413,50321,40154,1
20414,50321,4936,1
20415,50321,146,1
20416,50321,1477,1
20417,50321,5816,1
20418,50321,37395,1
20419,50321,45279,1
20420,50321,30108,1
20421,50321,26899,1
20422,50321,34834,1
20423,50321,11641,1
20424,50321,14024,1
20425,50321,21333,1
20426,50321,19446,1
20427,50321,25972,1
20428,50321,3848,1
20429,50321,1802,1
20430,50321,12242,1
20431,50321,15914,1
20432,50321,48060,1
20433,50321,5484,1
20434,50321,41528,1
20435,50321,29535,1
20436,50321,10833,1
20437,50322,11013,1
20438,50323,14349,1
20439,50323,37901,1
20440,50328,37173,1
20441,50338,20443,1
20442,50347,46208,1
20443,50364,24345,1
20444,50364,32553,1
20445,50364,33846,1
20446,50364,30660,1
20447,50364,1617,1
20448,50364,11398,1
20449,50364,32823,1
20450,50364,43899,1
20451,50364,38858,1
20452,50364,7819,1
20453,50364,6903,1
20454,50364,33797,1
20455,50364,22936,1
20456,50364,12562,1
20457,50364,49977,1
20458,50364,28735,1
20459,50364,17057,1
20460,50364,4436,1
20461,50364,9430,1
20462,50364,18888,1
20463,50364,361,1
20464,50364,53323,1
20465,50364,21690,1
20466,50364,29220,1
20467,50364,7885,1
20468,50364,51362,1
20469,50364,31654,1
20470,50364,40298,1
20471,50364,11042,1
20472,50364,23573,1
20473,50364,13935,1
20474,50364,14379,1
20475,50364,33634,1
20476,50364,45495,1
20477,50364,35123,1
20478,50364,24309,1
20479,50364,44737,1
20480,50364,29846,1
20481,50364,30215,1
20482,50364,52417,1
20483,50364,42766,1
20484,50364,17309,1
20485,50364,45813,1
20486,50364,10596,1
20487,50364,39394,1
20488,50364,10175,1
20489,50364,51528,1
20490,50364,734,1
20491,50364,45437,1
20492,50364,46569,1
20493,50364,16158,1
20494,50364,49701,1
20495,50382,10872,1
20496,50382,53323,1
20497,50382,25837,1
20498,50382,11042,1
20499,50382,4277,1
20500,50382,38737,1
20501,50382,19640,1
20502,50382,20065,1
20503,50382,36569,1
20504,50382,29846,1
20505,50382,25426,1
20506,50382,4478,1
20507,50382,42449,1
20508,50382,42813,1
20509,50382,16808,1
20510,50382,819,1
20511,50382,17931,1
20512,50382,52022,1
20513,50382,4087,1
20514,50385,26511,1
20515,50385,51254,1
20516,50385,50321,1
20517,50385,25107,1
20518,50385,4199,1
20519,50385,19238,1
20520,50385,9311,1
20521,50385,9754,1
20522,50385,45736,1
20523,50385,37109,1
20524,50385,26009,1
20525,50385,24677,1
20526,50385,30378,1
20527,50385,6207,1
20528,50385,7482,1
20529,50385,12105,1
20530,50400,15256,1
20531,50403,33256,1
20532,50405,11236,1
20533,50405,28758,1
20534,50408,33341,1
20535,50422,8328,1
20536,50422,47423,1
20537,50422,27724,1
20538,50425,24309,1
20539,50425,45495,1
20540,50425,36138,1
20541,50425,2300,1
20542,50425,33797,1
20543,50425,53323,1
20544,50425,42766,1
20545,50425,7103,1
20546,50425,25902,1
20547,50425,52417,1
20548,50425,5894,1
20549,50425,46569,1
20550,50425,3452,1
20551,50425,53130,1
20552,50425,5863,1
20553,50425,26905,1
20554,50425,608,1
20555,50434,45843,1
20556,50434,24309,1
20557,50434,33797,1
20558,50434,748,1
20559,50440,17712,1
20560,50440,26013,1
20561,50440,23681,1
20562,50440,3452,1
20563,50440,15115,1
20564,50440,32356,1
20565,50440,8089,1
20566,50440,13990,1
20567,50440,4219,1
20568,50440,46343,1
20569,50440,22844,1
20570,50440,34205,1
20571,50440,50070,1
20572,50440,46874,1
20573,50440,10838,1
20574,50440,10166,1
20575,50440,26009,1
20576,50440,37951,1
20577,50440,6713,1
20578,50440,49511,1
20579,50440,45304,1
20580,50440,5484,1
20581,50440,26393,1
20582,50440,41200,1
20583,50440,4199,1
20584,50440,52479,1
20585,50440,46713,1
20586,50440,30378,1
20587,50440,40859,1
20588,50440,22963,1
20589,50440,32157,1
20590,50440,29856,1
20591,50440,6750,1
20592,50440,9311,1
20593,50443,22259,1
20594,50443,44641,1
20595,50443,41769,1
20596,50443,12560,1
20597,50443,30957,1
20598,50453,34560,1
20599,50455,15326,1
20600,50455,47277,1
20601,50455,47831,1
20602,50457,31138,1
20603,50462,38180,1
20604,50462,28904,1
20605,50463,19265,1
20606,50476,30016,1
20607,50476,51662,1
20608,50500,13667,1
20609,50514,17255,1
20610,50532,25278,1
20611,50549,34592,1
20612,50573,47373,1
20613,50579,27180,1
20614,50579,31591,1
20615,50579,32914,1
20616,50579,8066,1
20617,50579,34834,1
20618,50579,15677,1
20619,50579,47652,1
20620,50587,49750,1
20621,50587,49867,1
20622,50587,6011,1
20623,50587,25616,1
20624,50590,8462,1
20625,50590,29846,1
20626,50590,52022,1
20627,50590,36569,1
20628,50590,33797,1
20629,50590,26605,1
20630,50590,4735,1
20631,50590,34947,1
20632,50590,748,1
20633,50593,31645,1
20634,50597,28904,1
20635,50597,34205,1
20636,50608,18287,1
20637,50628,11456,1
20638,50628,49493,1
20639,50635,17255,1
20640,50640,46638,1
20641,50640,17006,1
20642,50640,53401,1
20643,50642,26305,1
20644,50683,17255,1
20645,50683,53401,1
20646,50701,25616,1
20647,50701,49750,1
20648,50701,47011,1
20649,50707,4219,1
20650,50707,51254,1
20651,50707,53401,1
20652,50707,30378,1
20653,50707,37109,1
20654,50707,6713,1
20655,50712,49867,1
20656,50712,49750,1
20657,50731,34205,1
20658,50736,16269,1
20659,50736,10797,1
20660,50736,32712,1
20661,50736,45030,1
20662,50736,19171,1
20663,50736,19207,1
20664,50736,31022,1
20665,50736,33362,1
20666,50744,53401,1
20667,50746,28904,1
20668,50747,28417,1
20669,50791,10908,1
20670,50813,19359,1
20671,50813,47886,1
20672,50820,2649,1
20673,50826,31138,1
20674,50847,38180,1
20675,50847,34205,1
20676,50847,28904,1
20677,50854,38180,1
20678,50854,28904,1
20679,50854,34205,1
20680,50862,17311,1
20681,50862,49750,1
20682,50862,3217,1
20683,50862,46405,1
20684,50862,47471,1
20685,50862,30528,1
20686,50862,14896,1
20687,50862,34227,1
20688,50862,6011,1
20689,50862,25616,1
20690,50862,21975,1
20691,50862,17931,1
20692,50877,9437,1
20693,50879,7157,1
20694,50879,51279,1
20695,50879,39858,1
20696,50879,1251,1
20697,50879,39517,1
20698,50879,22399,1
20699,50879,20362,1
20700,50879,32012,1
20701,50879,24400,1
20702,50879,51832,1
20703,50879,16566,1
20704,50879,5199,1
20705,50879,27488,1
20706,50879,34283,1
20707,50879,27576,1
20708,50879,21528,1
20709,50879,43932,1
20710,50879,11810,1
20711,50879,28675,1
20712,50879,50587,1
20713,50879,41047,1
20714,50879,13310,1
20715,50879,41361,1
20716,50879,17848,1
20717,50879,53266,1
20718,50879,9934,1
20719,50879,28803,1
20720,50879,52014,1
20721,50879,35629,1
20722,50879,47886,1
20723,50879,38034,1
20724,50879,35294,1
20725,50879,33731,1
20726,50879,13748,1
20727,50879,46372,1
20728,50879,16277,1
20729,50885,19265,1
20730,50885,4936,1
20731,50911,49434,1
20732,50911,20996,1
20733,50911,18758,1
20734,50911,17772,1
20735,50911,12032,1
20736,50916,45273,1
20737,50922,28904,1
20738,50922,38180,1
20739,50924,20465,1
20740,50935,29983,1
20741,50942,51254,1
20742,50942,6713,1
20743,50942,51899,1
20744,50955,4196,1
20745,50955,27058,1
20746,50964,52184,1
20747,50964,38503,1
20748,50964,17255,1
20749,50964,15806,1
20750,50986,15586,1
20751,51016,51053,1
20752,51016,35804,1
20753,51016,11609,1
20754,51016,41576,1
20755,51016,22910,1
20756,51016,39496,1
20757,51022,37927,1
20758,51030,2653,1
20759,51036,6701,1
20760,51044,2980,1
20761,51053,21142,1
20762,51054,53401,1
20763,51062,30378,1
20764,51062,4219,1
20765,51062,37109,1
20766,51062,8881,1
20767,51062,9311,1
20768,51062,52907,1
20769,51062,13309,1
20770,51066,51205,1
20771,51068,29846,1
20772,51070,11849,1
20773,51081,37096,1
20774,51081,3612,1
20775,51081,33797,1
20776,51085,15818,1
20777,51090,20022,1
20778,51106,33191,1
20779,51108,37399,1
20780,51108,4478,1
20781,51110,5112,1
20782,51110,12562,1
20783,51110,33641,1
20784,51110,3932,1
20785,51110,36824,1
20786,51110,52565,1
20787,51110,38472,1
20788,51110,17057,1
20789,51110,40298,1
20790,51110,46569,1
20791,51110,21125,1
20792,51110,12760,1
20793,51110,19414,1
20794,51110,748,1
20795,51110,13400,1
20796,51110,1198,1
20797,51115,40174,1
20798,51122,50057,1
20799,51122,52124,1
20800,51122,8942,1
20801,51122,22334,1
20802,51122,52077,1
20803,51122,13592,1
20804,51122,18856,1
20805,51122,33681,1
20806,51122,49434,1
20807,51122,18758,1
20808,51122,29640,1
20809,51122,5472,1
20810,51122,44028,1
20811,51122,16569,1
20812,51122,12704,1
20813,51122,20996,1
20814,51122,40639,1
20815,51122,13892,1
20816,51122,25107,1
20817,51122,46146,1
20818,51122,7327,1
20819,51122,52929,1
20820,51122,29915,1
20821,51122,29342,1
20822,51122,39695,1
20823,51122,36925,1
20824,51122,17772,1
20825,51122,35582,1
20826,51122,41641,1
20827,51122,18467,1
20828,51122,36050,1
20829,51134,1965,1
20830,51141,17931,1
20831,51141,47237,1
20832,51141,28904,1
20833,51141,39983,1
20834,51141,7836,1
20835,51141,18716,1
20836,51141,13428,1
20837,51141,43635,1
20838,51141,53356,1
20839,51141,34834,1
20840,51141,51662,1
20841,51141,12541,1
20842,51169,34499,1
20843,51173,18898,1
20844,51173,39496,1
20845,51173,22352,1
20846,51173,2562,1
20847,51173,48724,1
20848,51173,28572,1
20849,51185,18917,1
20850,51192,14349,1
20851,51196,16705,1
20852,51196,43899,1
20853,51196,45498,1
20854,51196,38195,1
20855,51196,7614,1
20856,51197,50283,1
20857,51222,51998,1
20858,51222,50065,1
20859,51222,7086,1
20860,51222,9362,1
20861,51222,8734,1
20862,51231,34205,1
20863,51241,12495,1
20864,51254,26952,1
20865,51256,2711,1
20866,51256,456,1
20867,51261,4530,1
20868,51261,20465,1
20869,51261,28127,1
20870,51267,11962,1
20871,51270,27454,1
20872,51270,47355,1
20873,51270,35140,1
20874,51271,12032,1
20875,51271,10068,1
20876,51271,20996,1
20877,51271,33681,1
20878,51271,18758,1
20879,51279,28209,1
20880,51279,49750,1
20881,51279,49867,1
20882,51279,17311,1
20883,51279,25616,1
20884,51288,9473,1
20885,51300,20352,1
20886,51304,28904,1
20887,51308,37454,1
20888,51332,44021,1
20889,51340,8328,1
20890,51340,8296,1
20891,51340,748,1
20892,51362,45495,1
20893,51366,22334,1
20894,51369,26156,1
20895,51371,26199,1
20896,51371,7482,1
20897,51371,27812,1
20898,51371,26708,1
20899,51371,20243,1
20900,51371,11296,1
20901,51371,19238,1
20902,51371,30444,1
20903,51371,24278,1
20904,51371,38947,1
20905,51371,18467,1
20906,51371,43711,1
20907,51371,7193,1
20908,51371,39066,1
20909,51371,29640,1
20910,51371,35738,1
20911,51371,13428,1
20912,51371,50862,1
20913,51371,20637,1
20914,51371,40420,1
20915,51371,52929,1
20916,51371,52514,1
20917,51371,40009,1
20918,51371,1593,1
20919,51371,12105,1
20920,51371,21188,1
20921,51371,18816,1
20922,51371,8942,1
20923,51371,25107,1
20924,51371,17772,1
20925,51371,36294,1
20926,51371,10108,1
20927,51371,33681,1
20928,51371,31138,1
20929,51378,34205,1
20930,51378,28904,1
20931,51378,38180,1
20932,51412,44313,1
20933,51414,23055,1
20934,51414,29683,1
20935,51414,52417,1
20936,51414,3466,1
20937,51414,25020,1
20938,51414,21125,1
20939,51414,5112,1
20940,51414,40298,1
20941,51417,28904,1
20942,51423,15115,1
20943,51441,34205,1
20944,51441,38180,1
20945,51441,28904,1
20946,51442,17255,1
20947,51442,11013,1
20948,51449,44846,1
20949,51449,4701,1
20950,51452,26080,1
20951,51466,22739,1
20952,51466,29132,1
20953,51492,16950,1
20954,51492,11013,1
20955,51513,6931,1
20956,51513,14075,1
20957,51513,8947,1
20958,51513,38540,1
20959,51513,12176,1
20960,51513,11824,1
20961,51519,11013,1
20962,51521,38180,1
20963,51524,28904,1
20964,51524,34205,1
20965,51525,9691,1
20966,51528,26910,1
20967,51528,33797,1
20968,51528,46569,1
20969,51528,748,1
20970,51529,38180,1
20971,51547,31138,1
20972,51551,13048,1
20973,51551,1074,1
20974,51551,37363,1
20975,51551,748,1
20976,51551,31654,1
20977,51559,34205,1
20978,51565,13935,1
20979,51570,34205,1
20980,51576,34205,1
20981,51576,52022,1
20982,51590,41507,1
20983,51590,41228,1
20984,51596,3922,1
20985,51596,20190,1
20986,51596,19622,1
20987,51596,23401,1
20988,51596,17445,1
20989,51598,38691,1
20990,51602,32403,1
20991,51609,24613,1
20992,51610,6338,1
20993,51621,34205,1
20994,51621,41282,1
20995,51621,48832,1
20996,51621,53401,1
20997,51633,52164,1
20998,51657,19745,1
20999,51662,32046,1
21000,51662,9788,1
21001,51662,50321,1
21002,51662,20851,1
21003,51662,39520,1
21004,51662,34137,1
21005,51662,31091,1
21006,51662,37186,1
21007,51662,43832,1
21008,51667,19265,1
21009,51688,25039,1
21010,51692,16424,1
21011,51692,1198,1
21012,51692,12562,1
21013,51692,1074,1
21014,51696,37399,1
21015,51703,17255,1
21016,51709,17938,1
21017,51725,32729,1
21018,51725,26409,1
21019,51725,9850,1
21020,51725,10494,1
21021,51760,53165,1
21022,51760,36895,1
21023,51765,10049,1
21024,51766,36484,1
21025,51772,43704,1
21026,51772,17529,1
21027,51787,22792,1
21028,51793,78,1
21029,51798,17255,1
21030,51798,18856,1
21031,51798,652,1
21032,51798,7275,1
21033,51798,1852,1
21034,51798,19400,1
21035,51801,52381,1
21036,51828,49034,1
21037,51830,6470,1
21038,51832,26689,1
21039,51832,17311,1
21040,51832,25616,1
21041,51832,49867,1
21042,51832,28904,1
21043,51832,17255,1
21044,51832,34205,1
21045,51832,48002,1
21046,51832,38180,1
21047,51841,37747,1
21048,51849,18256,1
21049,51858,17255,1
21050,51858,53401,1
21051,51898,2495,1
21052,51898,17043,1
21053,51906,1074,1
21054,51906,7329,1
21055,51906,652,1
21056,51955,33797,1
21057,51963,47479,1
21058,51966,38069,1
21059,51966,12872,1
21060,51966,17255,1
21061,51970,17255,1
21062,51979,9391,1
21063,51979,3857,1
21064,51979,36397,1
21065,51979,10182,1
21066,51979,28904,1
21067,51979,11013,1
21068,51979,36444,1
21069,51979,13435,1
21070,51979,47011,1
21071,51979,26080,1
21072,51988,33731,1
21073,51988,21528,1
21074,51988,18467,1
21075,51988,44396,1
21076,51988,23201,1
21077,51988,53,1
21078,51988,52261,1
21079,51988,46276,1
21080,51988,48894,1
21081,51988,15818,1
21082,51988,37954,1
21083,51988,40022,1
21084,51988,47414,1
21085,51988,20781,1
21086,51988,16277,1
21087,51988,38245,1
21088,51988,45153,1
21089,51988,8175,1
21090,51988,13561,1
21091,51988,10963,1
21092,51988,7127,1
21093,51988,30893,1
21094,51988,21751,1
21095,51988,29159,1
21096,51988,37020,1
21097,51988,18619,1
21098,51988,16111,1
21099,51988,36922,1
21100,51988,40355,1
21101,51988,21625,1
21102,51988,3384,1
21103,51988,7157,1
21104,51988,4452,1
21105,51988,16682,1
21106,51988,46444,1
21107,51988,53266,1
21108,51988,52526,1
21109,51988,14613,1
21110,51988,16566,1
21111,51988,25826,1
21112,51988,1448,1
21113,51988,29535,1
21114,51988,1895,1
21115,51988,27031,1
21116,51988,2576,1
21117,51988,4892,1
21118,51988,50707,1
21119,51988,50862,1
21120,51988,48542,1
21121,51988,86,1
21122,51988,22399,1
21123,51988,41780,1
21124,51988,19850,1
21125,51988,15242,1
21126,51988,52645,1
21127,51988,48598,1
21128,51988,406,1
21129,51988,12380,1
21130,51988,50440,1
21131,51988,34895,1
21132,51988,34411,1
21133,51988,36001,1
21134,51988,34403,1
21135,51988,11570,1
21136,51988,51062,1
21137,51988,31106,1
21138,51988,43395,1
21139,51988,8620,1
21140,51988,1169,1
21141,51988,8547,1
21142,51988,46481,1
21143,51988,45353,1
21144,51988,36655,1
21145,51988,36804,1
21146,51988,35629,1
21147,51988,22617,1
21148,51988,49719,1
21149,51988,28803,1
21150,51988,3568,1
21151,51988,25972,1
21152,51988,13936,1
21153,51988,42228,1
21154,51988,20362,1
21155,51988,11058,1
21156,51988,43932,1
21157,51988,10838,1
21158,51988,1455,1
21159,51988,44768,1
21160,51988,35420,1
21161,51988,35410,1
21162,51988,47583,1
21163,51988,11609,1
21164,51988,1251,1
21165,51988,48124,1
21166,51988,25037,1
21167,51988,4953,1
21168,51988,14155,1
21169,51988,4936,1
21170,51988,7493,1
21171,51988,29374,1
21172,51988,7814,1
21173,51988,10011,1
21174,51988,12481,1
21175,51988,22157,1
21176,51988,14672,1
21177,51988,16343,1
21178,51988,26613,1
21179,51988,50701,1
21180,51988,5816,1
21181,51988,4545,1
21182,51988,17396,1
21183,51988,17848,1
21184,51988,41047,1
21185,51988,52638,1
21186,51988,12496,1
21187,51988,50385,1
21188,51988,19298,1
21189,51988,8571,1
21190,51988,35294,1
21191,51988,6354,1
21192,51988,34473,1
21193,51988,35582,1
21194,51988,4918,1
21195,51988,10619,1
21196,51988,39066,1
21197,51988,49070,1
21198,51988,24,1
21199,51988,53401,1
21200,51988,21545,1
21201,51988,4543,1
21202,51988,4196,1
21203,51988,40053,1
21204,51988,16126,1
21205,51988,24400,1
21206,51988,18900,1
21207,51988,41728,1
21208,51988,24676,1
21209,51988,38673,1
21210,51988,52381,1
21211,51988,38986,1
21212,51988,2047,1
21213,51988,26899,1
21214,51988,11810,1
21215,51988,774,1
21216,51988,28159,1
21217,51988,1206,1
21218,51988,51832,1
21219,51988,42249,1
21220,51988,41361,1
21221,51988,12327,1
21222,51988,46372,1
21223,51988,13301,1
21224,51988,35632,1
21225,51988,28121,1
21226,51988,4460,1
21227,51988,49405,1
21228,51988,27224,1
21229,51988,27397,1
21230,51988,17121,1
21231,51988,17311,1
21232,51988,1616,1
21233,51988,52805,1
21234,51988,48092,1
21235,51988,41236,1
21236,51988,1228,1
21237,51988,49264,1
21238,52014,6011,1
21239,52014,25616,1
21240,52014,49750,1
21241,52014,17311,1
21242,52014,14843,1
21243,52020,28904,1
21244,52022,10872,1
21245,52022,46638,1
21246,52022,4087,1
21247,52022,16850,1
21248,52022,16808,1
21249,52022,27133,1
21250,52027,25020,1
21251,52027,86,1
21252,52027,19403,1
21253,52027,51906,1
21254,52027,28915,1
21255,52031,47066,1
21256,52031,2508,1
21257,52031,11644,1
21258,52031,20464,1
21259,52040,36383,1
21260,52040,27944,1
21261,52040,31741,1
21262,52050,31591,1
21263,52050,18816,1
21264,52050,27180,1
21265,52050,7323,1
21266,52064,26868,1
21267,52064,34411,1
21268,52064,51053,1
21269,52064,47583,1
21270,52067,11013,1
21271,52074,6474,1
21272,52074,7941,1
21273,52077,50283,1
21274,52077,43239,1
21275,52087,12843,1
21276,52113,38180,1
21277,52123,50535,1
21278,52124,7482,1
21279,52124,52586,1
21280,52124,38630,1
21281,52124,50283,1
21282,52134,38180,1
21283,52139,41799,1
21284,52139,11973,1
21285,52143,23076,1
21286,52143,11013,1
21287,52158,28330,1
21288,52175,43197,1
21289,52175,21548,1
21290,52175,8538,1
21291,52175,4148,1
21292,52184,20422,1
21293,52209,17255,1
21294,52210,35048,1
21295,52210,53401,1
21296,52219,41541,1
21297,52223,21303,1
21298,52223,22334,1
21299,52223,6718,1
21300,52223,17255,1
21301,52223,25060,1
21302,52231,53401,1
21303,52249,17255,1
21304,52261,49867,1
21305,52263,17255,1
21306,52285,6574,1
21307,52298,34205,1
21308,52309,28904,1
21309,52309,47268,1
21310,52309,48529,1
21311,52316,25885,1
21312,52316,46305,1
21313,52320,38180,1
21314,52320,34205,1
21315,52321,33580,1
21316,52323,34205,1
21317,52323,38180,1
21318,52323,28904,1
21319,52330,17255,1
21320,52348,31138,1
21321,52350,10382,1
21322,52358,38180,1
21323,52358,28904,1
21324,52365,31138,1
21325,52369,34205,1
21326,52369,28904,1
21327,52369,16036,1
21328,52369,1282,1
21329,52369,38180,1
21330,52381,17772,1
21331,52381,20243,1
21332,52381,27812,1
21333,52381,37027,1
21334,52381,11296,1
21335,52381,38947,1
21336,52381,26708,1
21337,52381,19238,1
21338,52381,10108,1
21339,52381,28543,1
21340,52381,28904,1
21341,52381,45736,1
21342,52386,51610,1
21343,52386,46829,1
21344,52386,35607,1
21345,52388,21649,1
21346,52389,19622,1
21347,52389,34205,1
21348,52401,21490,1
21349,52410,17255,1
21350,52410,45701,1
21351,52410,50836,1
21352,52417,1701,1
21353,52417,35144,1
